image_path,label
pablo_picasso/pablo_picasso_0083.jpg,34
vincent_van_gogh/vincent_van_gogh_0656.jpg,49
paul_cezanne/paul_cezanne_0042.jpg,35
alfred_sisley/alfred_sisley_0070.jpg,2
hieronymus_bosch/hieronymus_bosch_0108.jpg,25
jackson_pollock/jackson_pollock_0019.jpg,26
frida_kahlo/frida_kahlo_0052.jpg,17
pieter_bruegel/pieter_bruegel_0040.jpg,41
pierre_auguste_renoir/pierre_auguste_renoir_0015.jpg,39
albrecht_duerer/albrecht_duerer_0264.jpg,0
vincent_van_gogh/vincent_van_gogh_0356.jpg,49
gustav_klimt/gustav_klimt_0008.jpg,20
frida_kahlo/frida_kahlo_0031.jpg,17
vincent_van_gogh/vincent_van_gogh_0361.jpg,49
albrecht_duooarer/albrecht_duooarer_0279.jpg,1
alfred_sisley/alfred_sisley_0170.jpg,2
pierre_auguste_renoir/pierre_auguste_renoir_0172.jpg,39
vincent_van_gogh/vincent_van_gogh_0091.jpg,49
pierre_auguste_renoir/pierre_auguste_renoir_0129.jpg,39
edgar_degas/edgar_degas_0521.jpg,11
albrecht_duerer/albrecht_duerer_0259.jpg,0
edgar_degas/edgar_degas_0294.jpg,11
edgar_degas/edgar_degas_0648.jpg,11
peter_paul_rubens/peter_paul_rubens_0064.jpg,38
giotto_di_bondone/giotto_di_bondone_0082.jpg,19
pablo_picasso/pablo_picasso_0368.jpg,34
edgar_degas/edgar_degas_0157.jpg,11
albrecht_duooarer/albrecht_duooarer_0286.jpg,1
claude_monet/claude_monet_0070.jpg,8
albrecht_duerer/albrecht_duerer_0161.jpg,0
piet_mondrian/piet_mondrian_0010.jpg,40
pierre_auguste_renoir/pierre_auguste_renoir_0056.jpg,39
alfred_sisley/alfred_sisley_0167.jpg,2
edgar_degas/edgar_degas_0248.jpg,11
rene_magritte/rene_magritte_0139.jpg,44
edgar_degas/edgar_degas_0204.jpg,11
edgar_degas/edgar_degas_0691.jpg,11
vincent_van_gogh/vincent_van_gogh_0467.jpg,49
edgar_degas/edgar_degas_0603.jpg,11
albrecht_duooarer/albrecht_duooarer_0111.jpg,1
paul_klee/paul_klee_0188.jpg,37
pablo_picasso/pablo_picasso_0133.jpg,34
edouard_manet/edouard_manet_0003.jpg,12
edgar_degas/edgar_degas_0575.jpg,11
eugene_delacroix/eugene_delacroix_0029.jpg,15
rembrandt/rembrandt_0180.jpg,43
peter_paul_rubens/peter_paul_rubens_0013.jpg,38
amedeo_modigliani/amedeo_modigliani_0018.jpg,3
pablo_picasso/pablo_picasso_0282.jpg,34
albrecht_duerer/albrecht_duerer_0218.jpg,0
albrecht_duooarer/albrecht_duooarer_0142.jpg,1
vincent_van_gogh/vincent_van_gogh_0641.jpg,49
edgar_degas/edgar_degas_0242.jpg,11
albrecht_duerer/albrecht_duerer_0191.jpg,0
alfred_sisley/alfred_sisley_0079.jpg,2
frida_kahlo/frida_kahlo_0103.jpg,17
andrei_rublev/andrei_rublev_0059.jpg,4
vincent_van_gogh/vincent_van_gogh_0697.jpg,49
giotto_di_bondone/giotto_di_bondone_0005.jpg,19
gustav_klimt/gustav_klimt_0013.jpg,20
albrecht_duerer/albrecht_duerer_0029.jpg,0
edgar_degas/edgar_degas_0540.jpg,11
pablo_picasso/pablo_picasso_0238.jpg,34
albrecht_duooarer/albrecht_duooarer_0252.jpg,1
albrecht_duooarer/albrecht_duooarer_0211.jpg,1
francisco_goya/francisco_goya_0183.jpg,16
paul_cezanne/paul_cezanne_0020.jpg,35
mikhail_vrubel/mikhail_vrubel_0115.jpg,33
vincent_van_gogh/vincent_van_gogh_0172.jpg,49
francisco_goya/francisco_goya_0194.jpg,16
kazimir_malevich/kazimir_malevich_0060.jpg,29
hieronymus_bosch/hieronymus_bosch_0063.jpg,25
paul_gauguin/paul_gauguin_0007.jpg,36
sandro_botticelli/sandro_botticelli_0002.jpg,46
alfred_sisley/alfred_sisley_0220.jpg,2
hieronymus_bosch/hieronymus_bosch_0114.jpg,25
vincent_van_gogh/vincent_van_gogh_0093.jpg,49
vincent_van_gogh/vincent_van_gogh_0346.jpg,49
alfred_sisley/alfred_sisley_0165.jpg,2
vincent_van_gogh/vincent_van_gogh_0166.jpg,49
claude_monet/claude_monet_0067.jpg,8
peter_paul_rubens/peter_paul_rubens_0136.jpg,38
marc_chagall/marc_chagall_0168.jpg,31
rembrandt/rembrandt_0136.jpg,43
alfred_sisley/alfred_sisley_0211.jpg,2
pablo_picasso/pablo_picasso_0347.jpg,34
el_greco/el_greco_0040.jpg,14
edvard_munch/edvard_munch_0059.jpg,13
albrecht_duerer/albrecht_duerer_0280.jpg,0
paul_klee/paul_klee_0122.jpg,37
giotto_di_bondone/giotto_di_bondone_0050.jpg,19
paul_gauguin/paul_gauguin_0034.jpg,36
francisco_goya/francisco_goya_0237.jpg,16
mikhail_vrubel/mikhail_vrubel_0144.jpg,33
mikhail_vrubel/mikhail_vrubel_0154.jpg,33
edgar_degas/edgar_degas_0451.jpg,11
paul_klee/paul_klee_0105.jpg,37
amedeo_modigliani/amedeo_modigliani_0053.jpg,3
jan_van_eyck/jan_van_eyck_0052.jpg,27
el_greco/el_greco_0061.jpg,14
claude_monet/claude_monet_0061.jpg,8
hieronymus_bosch/hieronymus_bosch_0019.jpg,25
paul_gauguin/paul_gauguin_0227.jpg,36
edgar_degas/edgar_degas_0480.jpg,11
edgar_degas/edgar_degas_0263.jpg,11
henri_matisse/henri_matisse_0041.jpg,23
francisco_goya/francisco_goya_0034.jpg,16
paul_gauguin/paul_gauguin_0104.jpg,36
vincent_van_gogh/vincent_van_gogh_0635.jpg,49
vincent_van_gogh/vincent_van_gogh_0033.jpg,49
edgar_degas/edgar_degas_0189.jpg,11
andy_warhol/andy_warhol_0080.jpg,5
vincent_van_gogh/vincent_van_gogh_0070.jpg,49
edgar_degas/edgar_degas_0382.jpg,11
pierre_auguste_renoir/pierre_auguste_renoir_0285.jpg,39
claude_monet/claude_monet_0059.jpg,8
leonardo_da_vinci/leonardo_da_vinci_0123.jpg,30
marc_chagall/marc_chagall_0005.jpg,31
henri_rousseau/henri_rousseau_0026.jpg,24
salvador_dali/salvador_dali_0053.jpg,45
piet_mondrian/piet_mondrian_0032.jpg,40
mikhail_vrubel/mikhail_vrubel_0044.jpg,33
sandro_botticelli/sandro_botticelli_0126.jpg,46
paul_gauguin/paul_gauguin_0019.jpg,36
rembrandt/rembrandt_0143.jpg,43
andy_warhol/andy_warhol_0064.jpg,5
rene_magritte/rene_magritte_0037.jpg,44
amedeo_modigliani/amedeo_modigliani_0180.jpg,3
william_turner/william_turner_0028.jpg,50
paul_klee/paul_klee_0162.jpg,37
jan_van_eyck/jan_van_eyck_0038.jpg,27
titian/titian_0078.jpg,47
edgar_degas/edgar_degas_0029.jpg,11
vincent_van_gogh/vincent_van_gogh_0859.jpg,49
edgar_degas/edgar_degas_0037.jpg,11
vincent_van_gogh/vincent_van_gogh_0787.jpg,49
marc_chagall/marc_chagall_0027.jpg,31
edgar_degas/edgar_degas_0050.jpg,11
mikhail_vrubel/mikhail_vrubel_0097.jpg,33
vincent_van_gogh/vincent_van_gogh_0574.jpg,49
frida_kahlo/frida_kahlo_0101.jpg,17
paul_gauguin/paul_gauguin_0160.jpg,36
alfred_sisley/alfred_sisley_0116.jpg,2
pablo_picasso/pablo_picasso_0241.jpg,34
hieronymus_bosch/hieronymus_bosch_0026.jpg,25
albrecht_duerer/albrecht_duerer_0186.jpg,0
kazimir_malevich/kazimir_malevich_0125.jpg,29
pieter_bruegel/pieter_bruegel_0121.jpg,41
peter_paul_rubens/peter_paul_rubens_0041.jpg,38
amedeo_modigliani/amedeo_modigliani_0112.jpg,3
rene_magritte/rene_magritte_0113.jpg,44
amedeo_modigliani/amedeo_modigliani_0059.jpg,3
rene_magritte/rene_magritte_0140.jpg,44
edgar_degas/edgar_degas_0094.jpg,11
gustav_klimt/gustav_klimt_0011.jpg,20
kazimir_malevich/kazimir_malevich_0039.jpg,29
rene_magritte/rene_magritte_0160.jpg,44
paul_gauguin/paul_gauguin_0066.jpg,36
titian/titian_0187.jpg,47
alfred_sisley/alfred_sisley_0037.jpg,2
kazimir_malevich/kazimir_malevich_0110.jpg,29
giotto_di_bondone/giotto_di_bondone_0015.jpg,19
pierre_auguste_renoir/pierre_auguste_renoir_0113.jpg,39
marc_chagall/marc_chagall_0040.jpg,31
vincent_van_gogh/vincent_van_gogh_0359.jpg,49
albrecht_duerer/albrecht_duerer_0068.jpg,0
paul_klee/paul_klee_0180.jpg,37
hieronymus_bosch/hieronymus_bosch_0127.jpg,25
vincent_van_gogh/vincent_van_gogh_0591.jpg,49
vincent_van_gogh/vincent_van_gogh_0378.jpg,49
albrecht_duooarer/albrecht_duooarer_0209.jpg,1
giotto_di_bondone/giotto_di_bondone_0087.jpg,19
vincent_van_gogh/vincent_van_gogh_0102.jpg,49
vincent_van_gogh/vincent_van_gogh_0316.jpg,49
camille_pissarro/camille_pissarro_0040.jpg,6
diego_velazquez/diego_velazquez_0004.jpg,10
rene_magritte/rene_magritte_0045.jpg,44
leonardo_da_vinci/leonardo_da_vinci_0131.jpg,30
paul_gauguin/paul_gauguin_0119.jpg,36
francisco_goya/francisco_goya_0246.jpg,16
joan_miro/joan_miro_0015.jpg,28
vincent_van_gogh/vincent_van_gogh_0192.jpg,49
henri_de_toulouse_lautrec/henri_de_toulouse_lautrec_0057.jpg,22
marc_chagall/marc_chagall_0037.jpg,31
paul_klee/paul_klee_0098.jpg,37
pierre_auguste_renoir/pierre_auguste_renoir_0238.jpg,39
andrei_rublev/andrei_rublev_0091.jpg,4
rene_magritte/rene_magritte_0083.jpg,44
albrecht_duerer/albrecht_duerer_0283.jpg,0
amedeo_modigliani/amedeo_modigliani_0042.jpg,3
henri_de_toulouse_lautrec/henri_de_toulouse_lautrec_0067.jpg,22
vincent_van_gogh/vincent_van_gogh_0310.jpg,49
amedeo_modigliani/amedeo_modigliani_0096.jpg,3
vincent_van_gogh/vincent_van_gogh_0207.jpg,49
rembrandt/rembrandt_0239.jpg,43
vincent_van_gogh/vincent_van_gogh_0420.jpg,49
vincent_van_gogh/vincent_van_gogh_0380.jpg,49
edgar_degas/edgar_degas_0180.jpg,11
paul_klee/paul_klee_0115.jpg,37
vasiliy_kandinskiy/vasiliy_kandinskiy_0065.jpg,48
albrecht_duooarer/albrecht_duooarer_0109.jpg,1
vincent_van_gogh/vincent_van_gogh_0176.jpg,49
marc_chagall/marc_chagall_0044.jpg,31
vincent_van_gogh/vincent_van_gogh_0423.jpg,49
francisco_goya/francisco_goya_0266.jpg,16
william_turner/william_turner_0001.jpg,50
rene_magritte/rene_magritte_0111.jpg,44
edouard_manet/edouard_manet_0025.jpg,12
vincent_van_gogh/vincent_van_gogh_0362.jpg,49
vasiliy_kandinskiy/vasiliy_kandinskiy_0077.jpg,48
titian/titian_0113.jpg,47
claude_monet/claude_monet_0012.jpg,8
pierre_auguste_renoir/pierre_auguste_renoir_0053.jpg,39
pablo_picasso/pablo_picasso_0342.jpg,34
rembrandt/rembrandt_0054.jpg,43
vincent_van_gogh/vincent_van_gogh_0016.jpg,49
titian/titian_0104.jpg,47
rene_magritte/rene_magritte_0122.jpg,44
marc_chagall/marc_chagall_0060.jpg,31
william_turner/william_turner_0065.jpg,50
vincent_van_gogh/vincent_van_gogh_0257.jpg,49
pablo_picasso/pablo_picasso_0221.jpg,34
paul_gauguin/paul_gauguin_0092.jpg,36
kazimir_malevich/kazimir_malevich_0066.jpg,29
gustav_klimt/gustav_klimt_0104.jpg,20
henri_matisse/henri_matisse_0126.jpg,23
andrei_rublev/andrei_rublev_0056.jpg,4
giotto_di_bondone/giotto_di_bondone_0018.jpg,19
titian/titian_0076.jpg,47
salvador_dali/salvador_dali_0137.jpg,45
francisco_goya/francisco_goya_0067.jpg,16
marc_chagall/marc_chagall_0062.jpg,31
mikhail_vrubel/mikhail_vrubel_0028.jpg,33
vincent_van_gogh/vincent_van_gogh_0068.jpg,49
pieter_bruegel/pieter_bruegel_0119.jpg,41
sandro_botticelli/sandro_botticelli_0038.jpg,46
albrecht_duerer/albrecht_duerer_0086.jpg,0
titian/titian_0137.jpg,47
diego_rivera/diego_rivera_0067.jpg,9
titian/titian_0069.jpg,47
eugene_delacroix/eugene_delacroix_0030.jpg,15
edgar_degas/edgar_degas_0172.jpg,11
titian/titian_0100.jpg,47
vincent_van_gogh/vincent_van_gogh_0064.jpg,49
albrecht_duerer/albrecht_duerer_0106.jpg,0
leonardo_da_vinci/leonardo_da_vinci_0120.jpg,30
henri_de_toulouse_lautrec/henri_de_toulouse_lautrec_0051.jpg,22
pablo_picasso/pablo_picasso_0401.jpg,34
andy_warhol/andy_warhol_0147.jpg,5
pablo_picasso/pablo_picasso_0166.jpg,34
vincent_van_gogh/vincent_van_gogh_0791.jpg,49
titian/titian_0144.jpg,47
leonardo_da_vinci/leonardo_da_vinci_0103.jpg,30
pablo_picasso/pablo_picasso_0085.jpg,34
vincent_van_gogh/vincent_van_gogh_0099.jpg,49
camille_pissarro/camille_pissarro_0065.jpg,6
pablo_picasso/pablo_picasso_0294.jpg,34
albrecht_duerer/albrecht_duerer_0323.jpg,0
pablo_picasso/pablo_picasso_0094.jpg,34
michelangelo/michelangelo_0017.jpg,32
vincent_van_gogh/vincent_van_gogh_0003.jpg,49
peter_paul_rubens/peter_paul_rubens_0031.jpg,38
edgar_degas/edgar_degas_0222.jpg,11
salvador_dali/salvador_dali_0084.jpg,45
diego_velazquez/diego_velazquez_0001.jpg,10
vincent_van_gogh/vincent_van_gogh_0450.jpg,49
mikhail_vrubel/mikhail_vrubel_0069.jpg,33
leonardo_da_vinci/leonardo_da_vinci_0115.jpg,30
amedeo_modigliani/amedeo_modigliani_0066.jpg,3
andrei_rublev/andrei_rublev_0027.jpg,4
alfred_sisley/alfred_sisley_0128.jpg,2
kazimir_malevich/kazimir_malevich_0020.jpg,29
edgar_degas/edgar_degas_0162.jpg,11
vincent_van_gogh/vincent_van_gogh_0501.jpg,49
pierre_auguste_renoir/pierre_auguste_renoir_0305.jpg,39
sandro_botticelli/sandro_botticelli_0004.jpg,46
edgar_degas/edgar_degas_0390.jpg,11
henri_de_toulouse_lautrec/henri_de_toulouse_lautrec_0029.jpg,22
henri_de_toulouse_lautrec/henri_de_toulouse_lautrec_0006.jpg,22
joan_miro/joan_miro_0002.jpg,28
henri_matisse/henri_matisse_0154.jpg,23
amedeo_modigliani/amedeo_modigliani_0098.jpg,3
francisco_goya/francisco_goya_0238.jpg,16
sandro_botticelli/sandro_botticelli_0046.jpg,46
joan_miro/joan_miro_0060.jpg,28
jan_van_eyck/jan_van_eyck_0074.jpg,27
vincent_van_gogh/vincent_van_gogh_0662.jpg,49
francisco_goya/francisco_goya_0055.jpg,16
raphael/raphael_0101.jpg,42
andrei_rublev/andrei_rublev_0015.jpg,4
paul_gauguin/paul_gauguin_0117.jpg,36
sandro_botticelli/sandro_botticelli_0110.jpg,46
albrecht_duerer/albrecht_duerer_0059.jpg,0
edgar_degas/edgar_degas_0639.jpg,11
rene_magritte/rene_magritte_0059.jpg,44
frida_kahlo/frida_kahlo_0116.jpg,17
paul_gauguin/paul_gauguin_0063.jpg,36
vincent_van_gogh/vincent_van_gogh_0430.jpg,49
piet_mondrian/piet_mondrian_0038.jpg,40
hieronymus_bosch/hieronymus_bosch_0058.jpg,25
mikhail_vrubel/mikhail_vrubel_0130.jpg,33
peter_paul_rubens/peter_paul_rubens_0054.jpg,38
amedeo_modigliani/amedeo_modigliani_0078.jpg,3
peter_paul_rubens/peter_paul_rubens_0019.jpg,38
henri_rousseau/henri_rousseau_0061.jpg,24
paul_gauguin/paul_gauguin_0215.jpg,36
pierre_auguste_renoir/pierre_auguste_renoir_0272.jpg,39
salvador_dali/salvador_dali_0086.jpg,45
frida_kahlo/frida_kahlo_0096.jpg,17
rembrandt/rembrandt_0093.jpg,43
edgar_degas/edgar_degas_0657.jpg,11
rene_magritte/rene_magritte_0025.jpg,44
francisco_goya/francisco_goya_0195.jpg,16
andrei_rublev/andrei_rublev_0048.jpg,4
albrecht_duerer/albrecht_duerer_0327.jpg,0
henri_rousseau/henri_rousseau_0043.jpg,24
frida_kahlo/frida_kahlo_0086.jpg,17
albrecht_duooarer/albrecht_duooarer_0265.jpg,1
vincent_van_gogh/vincent_van_gogh_0110.jpg,49
el_greco/el_greco_0041.jpg,14
raphael/raphael_0075.jpg,42
henri_matisse/henri_matisse_0179.jpg,23
gustav_klimt/gustav_klimt_0112.jpg,20
paul_gauguin/paul_gauguin_0088.jpg,36
pierre_auguste_renoir/pierre_auguste_renoir_0031.jpg,39
paul_gauguin/paul_gauguin_0218.jpg,36
paul_gauguin/paul_gauguin_0045.jpg,36
pablo_picasso/pablo_picasso_0274.jpg,34
salvador_dali/salvador_dali_0031.jpg,45
titian/titian_0173.jpg,47
francisco_goya/francisco_goya_0040.jpg,16
giotto_di_bondone/giotto_di_bondone_0035.jpg,19
alfred_sisley/alfred_sisley_0017.jpg,2
el_greco/el_greco_0055.jpg,14
piet_mondrian/piet_mondrian_0043.jpg,40
edvard_munch/edvard_munch_0004.jpg,13
henri_matisse/henri_matisse_0076.jpg,23
pablo_picasso/pablo_picasso_0242.jpg,34
salvador_dali/salvador_dali_0036.jpg,45
hieronymus_bosch/hieronymus_bosch_0067.jpg,25
hieronymus_bosch/hieronymus_bosch_0018.jpg,25
eugene_delacroix/eugene_delacroix_0017.jpg,15
vincent_van_gogh/vincent_van_gogh_0842.jpg,49
vincent_van_gogh/vincent_van_gogh_0440.jpg,49
albrecht_duooarer/albrecht_duooarer_0097.jpg,1
sandro_botticelli/sandro_botticelli_0135.jpg,46
pieter_bruegel/pieter_bruegel_0107.jpg,41
edgar_degas/edgar_degas_0239.jpg,11
claude_monet/claude_monet_0064.jpg,8
edvard_munch/edvard_munch_0002.jpg,13
gustav_klimt/gustav_klimt_0023.jpg,20
alfred_sisley/alfred_sisley_0099.jpg,2
pablo_picasso/pablo_picasso_0196.jpg,34
pablo_picasso/pablo_picasso_0008.jpg,34
paul_klee/paul_klee_0077.jpg,37
francisco_goya/francisco_goya_0028.jpg,16
salvador_dali/salvador_dali_0058.jpg,45
vincent_van_gogh/vincent_van_gogh_0589.jpg,49
claude_monet/claude_monet_0036.jpg,8
rene_magritte/rene_magritte_0123.jpg,44
giotto_di_bondone/giotto_di_bondone_0004.jpg,19
titian/titian_0062.jpg,47
titian/titian_0072.jpg,47
vincent_van_gogh/vincent_van_gogh_0457.jpg,49
pablo_picasso/pablo_picasso_0303.jpg,34
william_turner/william_turner_0025.jpg,50
marc_chagall/marc_chagall_0115.jpg,31
hieronymus_bosch/hieronymus_bosch_0121.jpg,25
alfred_sisley/alfred_sisley_0022.jpg,2
mikhail_vrubel/mikhail_vrubel_0024.jpg,33
francisco_goya/francisco_goya_0161.jpg,16
pieter_bruegel/pieter_bruegel_0131.jpg,41
vincent_van_gogh/vincent_van_gogh_0781.jpg,49
albrecht_duerer/albrecht_duerer_0237.jpg,0
joan_miro/joan_miro_0047.jpg,28
leonardo_da_vinci/leonardo_da_vinci_0006.jpg,30
edgar_degas/edgar_degas_0312.jpg,11
andy_warhol/andy_warhol_0134.jpg,5
leonardo_da_vinci/leonardo_da_vinci_0070.jpg,30
jan_van_eyck/jan_van_eyck_0030.jpg,27
pierre_auguste_renoir/pierre_auguste_renoir_0138.jpg,39
marc_chagall/marc_chagall_0070.jpg,31
edgar_degas/edgar_degas_0622.jpg,11
marc_chagall/marc_chagall_0238.jpg,31
edouard_manet/edouard_manet_0024.jpg,12
paul_klee/paul_klee_0058.jpg,37
vincent_van_gogh/vincent_van_gogh_0040.jpg,49
vincent_van_gogh/vincent_van_gogh_0272.jpg,49
andy_warhol/andy_warhol_0042.jpg,5
albrecht_duooarer/albrecht_duooarer_0246.jpg,1
pablo_picasso/pablo_picasso_0219.jpg,34
vincent_van_gogh/vincent_van_gogh_0777.jpg,49
vincent_van_gogh/vincent_van_gogh_0319.jpg,49
edgar_degas/edgar_degas_0133.jpg,11
albrecht_duerer/albrecht_duerer_0015.jpg,0
piet_mondrian/piet_mondrian_0081.jpg,40
hieronymus_bosch/hieronymus_bosch_0110.jpg,25
francisco_goya/francisco_goya_0005.jpg,16
andy_warhol/andy_warhol_0105.jpg,5
rene_magritte/rene_magritte_0173.jpg,44
vincent_van_gogh/vincent_van_gogh_0696.jpg,49
vincent_van_gogh/vincent_van_gogh_0065.jpg,49
gustav_klimt/gustav_klimt_0111.jpg,20
paul_klee/paul_klee_0053.jpg,37
alfred_sisley/alfred_sisley_0062.jpg,2
albrecht_duooarer/albrecht_duooarer_0200.jpg,1
diego_rivera/diego_rivera_0065.jpg,9
vincent_van_gogh/vincent_van_gogh_0031.jpg,49
alfred_sisley/alfred_sisley_0168.jpg,2
vincent_van_gogh/vincent_van_gogh_0134.jpg,49
albrecht_duerer/albrecht_duerer_0205.jpg,0
frida_kahlo/frida_kahlo_0043.jpg,17
henri_rousseau/henri_rousseau_0028.jpg,24
vincent_van_gogh/vincent_van_gogh_0302.jpg,49
francisco_goya/francisco_goya_0012.jpg,16
andy_warhol/andy_warhol_0034.jpg,5
leonardo_da_vinci/leonardo_da_vinci_0009.jpg,30
pierre_auguste_renoir/pierre_auguste_renoir_0097.jpg,39
vincent_van_gogh/vincent_van_gogh_0234.jpg,49
edgar_degas/edgar_degas_0607.jpg,11
frida_kahlo/frida_kahlo_0117.jpg,17
henri_matisse/henri_matisse_0028.jpg,23
francisco_goya/francisco_goya_0218.jpg,16
hieronymus_bosch/hieronymus_bosch_0094.jpg,25
rene_magritte/rene_magritte_0145.jpg,44
jackson_pollock/jackson_pollock_0018.jpg,26
pablo_picasso/pablo_picasso_0112.jpg,34
el_greco/el_greco_0060.jpg,14
edgar_degas/edgar_degas_0646.jpg,11
peter_paul_rubens/peter_paul_rubens_0059.jpg,38
albrecht_duooarer/albrecht_duooarer_0243.jpg,1
edgar_degas/edgar_degas_0160.jpg,11
vincent_van_gogh/vincent_van_gogh_0750.jpg,49
vincent_van_gogh/vincent_van_gogh_0370.jpg,49
vincent_van_gogh/vincent_van_gogh_0502.jpg,49
andy_warhol/andy_warhol_0033.jpg,5
pablo_picasso/pablo_picasso_0346.jpg,34
henri_matisse/henri_matisse_0082.jpg,23
edgar_degas/edgar_degas_0677.jpg,11
edgar_degas/edgar_degas_0418.jpg,11
albrecht_duerer/albrecht_duerer_0055.jpg,0
henri_de_toulouse_lautrec/henri_de_toulouse_lautrec_0069.jpg,22
henri_matisse/henri_matisse_0089.jpg,23
pablo_picasso/pablo_picasso_0152.jpg,34
albrecht_duooarer/albrecht_duooarer_0022.jpg,1
pieter_bruegel/pieter_bruegel_0059.jpg,41
albrecht_duooarer/albrecht_duooarer_0285.jpg,1
vincent_van_gogh/vincent_van_gogh_0776.jpg,49
henri_rousseau/henri_rousseau_0047.jpg,24
salvador_dali/salvador_dali_0028.jpg,45
francisco_goya/francisco_goya_0126.jpg,16
alfred_sisley/alfred_sisley_0182.jpg,2
vincent_van_gogh/vincent_van_gogh_0360.jpg,49
paul_klee/paul_klee_0074.jpg,37
joan_miro/joan_miro_0055.jpg,28
vasiliy_kandinskiy/vasiliy_kandinskiy_0071.jpg,48
alfred_sisley/alfred_sisley_0093.jpg,2
edgar_degas/edgar_degas_0516.jpg,11
vincent_van_gogh/vincent_van_gogh_0536.jpg,49
edgar_degas/edgar_degas_0055.jpg,11
pierre_auguste_renoir/pierre_auguste_renoir_0081.jpg,39
frida_kahlo/frida_kahlo_0119.jpg,17
titian/titian_0178.jpg,47
titian/titian_0118.jpg,47
jackson_pollock/jackson_pollock_0007.jpg,26
vincent_van_gogh/vincent_van_gogh_0564.jpg,49
francisco_goya/francisco_goya_0172.jpg,16
vincent_van_gogh/vincent_van_gogh_0672.jpg,49
rene_magritte/rene_magritte_0171.jpg,44
edgar_degas/edgar_degas_0366.jpg,11
edgar_degas/edgar_degas_0011.jpg,11
pablo_picasso/pablo_picasso_0328.jpg,34
giotto_di_bondone/giotto_di_bondone_0088.jpg,19
mikhail_vrubel/mikhail_vrubel_0012.jpg,33
pierre_auguste_renoir/pierre_auguste_renoir_0293.jpg,39
henri_matisse/henri_matisse_0113.jpg,23
alfred_sisley/alfred_sisley_0010.jpg,2
rembrandt/rembrandt_0006.jpg,43
